node,value,cycle,representative,partition
realmrpg_skeletons:quicksand_skeleton,0,,,part-090
relics:leather_belt,0,,,part-091
fdbosses:debug,0,,,part-093
born_in_chaos_v1:tombstone_feral,0,,,part-094
minecraft:ink_sac,0,,,part-000
born_in_chaos_v1:tombstone_2_dling,0,,,part-095
minecraft:music_disc_pigstep,0,,,part-096
artifacts:flame_pendant,0,,,part-097
minecraft:phantom_membrane,0,,,part-000
protection_pixel:incompletealloyarmorplate,0,,,part-099
minecraft:dead_bubble_coral,0,,,part-100
minecraft:skeleton_skull,0,,,part-000
minecraft:horn_coral_block,0,,,part-101
gametechbcs_spellbooks:amulet_of_spectral_shift,0,,,part-104
numismatics:blaze_banker,0,,,part-105
relics:elytra_booster,0,,,part-106
minecraft:skull_pottery_sherd,0,,,part-108
protection_pixel:falconnestas_chestplate,0,,,part-000
minecraft:wither_rose,0,,,part-000
minecraft:bubble_coral_block,0,,,part-109
minecraft:heartbreak_pottery_sherd,0,,,part-111
arcane_abilities:skill_xp_rune,0,,,part-112
realmrpg_skeletons:dripstone_skeleton,0,,,part-113
protection_pixel:alloyarmorplate,0,,,part-116
minecraft:music_disc_creator,0,,,part-118
numismatics:cog,0,,,part-000
betterarcheology:music_disc_swings,0,,,part-121
minecraft:music_disc_chirp,0,,,part-122
create:netherite_diving_boots,0,,,part-123
create:brass_encased_large_cogwheel,0,,,part-124
minecraft:totem_of_undying,0,,,part-000
betterarcheology:vase_creeper,0,,,part-125
irons_spellbooks:magehunter,0,,,part-126
minecraft:tipped_arrow,0,,,part-000
artifacts:crystal_heart,0,,,part-127
irons_spellbooks:cryomancer_chestplate,0,,,part-000
minecraft:burn_pottery_sherd,0,,,part-129
minecraft:music_disc_cat,0,,,part-131
born_in_chaos_v1:elixirof_wither_resistance,0,,,part-133
dried_ghast:dried_ghast,0,,,part-135
minecraft:vault,0,,,part-137
irons_spellbooks:lightning_rod,0,,,part-138
artifacts:charm_of_sinking,0,,,part-139
born_in_chaos_v1:potion_of_rampage,0,,,part-141
born_in_chaos_v1:ethereal_spirit,0,,,part-000
darkdoppelganger:summon_scroll,0,,,part-142
evenmoreinstruments:record_johnny,0,,,part-144
minecraft:brain_coral,0,,,part-000
minecraft:music_disc_13,0,,,part-145
minecraft:ominous_trial_key,0,,,part-146
minecraft:music_disc_11,0,,,part-147
betterarcheology:vase_green,0,,,part-150
betterarcheology:ocelot_fossil_head,0,,,part-029
born_in_chaos_v1:spawn_structures_firewell,0,,,part-152
born_in_chaos_v1:black_argillite_brick_n,0,,,part-154
irons_spellbooks:ice_venom_vial,0,,,part-000
relics:phantom_block,0,,,part-155
artifacts:kitty_slippers,0,,,part-157
born_in_chaos_v1:pumpkinhandgun,0,,,part-159
irons_spellbooks:invisibility_elixir,0,,,part-163
create:zinc_ore,0,,,part-000
minecraft:pumpkin,0,,,part-000
betterarcheology:chicken_fossil_head,0,,,part-164
protection_pixel:incompleteworkerhornet,0,,,part-165
realmrpg_skeletons:thief_skeleton,0,,,part-168
born_in_chaos_v1:spawn_structures_farm,0,,,part-169
realmrpg_skeletons:cactus_skeleton,0,,,part-170
minecraft:scrape_pottery_sherd,0,,,part-171
minecraft:music_disc_mellohi,0,,,part-172
create:crushed_raw_osmium,0,,,part-173
protection_pixel:lanceras_helmet,0,,,part-000
irons_spellbooks:shadowwalker_boots,0,,,part-000
betterarcheology:radiance_totem,0,,,part-175
born_in_chaos_v1:nightmare_stalker_skull,0,,,part-000
stonkstimecore:mcoin_500,0,,,part-176
minecraft:carved_pumpkin,0,,,part-000
supplementaries:quiver,0,,,part-178
realmrpg_skeletons:rookie_skeleton,0,,,part-179
minecraft:emerald_ore,0,,,part-000
betterarcheology:suspicious_red_sand,0,,,part-181
minecraft:dead_brain_coral,0,,,part-182
crystal_chronicles:neuron,0,,,part-000
minecraft:tube_coral_block,0,,,part-183
minecraft:spider_eye,0,,,part-000
born_in_chaos_v1:tombstone_petasi,0,,,part-184
realmrpg_skeletons:devastated_skeleton,0,,,part-185
crystal_chronicles:artree_vein,0,,,part-186
minecraft:copper_ore,0,,,part-000
born_in_chaos_v1:holiday_candy,0,,,part-000
betterarcheology:sheep_fossil_head,0,,,part-130
born_in_chaos_v1:evil_carved_pumpkin,0,,,part-000
born_in_chaos_v1:wood_splitter_axe,0,,,part-000
minecraft:brown_mushroom_block,0,,,part-191
realmrpg_skeletons:powder_snow_skeleton,0,,,part-192
irons_spellbooks:hither_thither_wand,0,,,part-194
arcane_abilities:stellar_sphere,0,,,part-196
irons_spellbooks:chained_book,0,,,part-198
born_in_chaos_v1:monster_skin,0,,,part-000
minecraft:medium_amethyst_bud,0,,,part-200
betterarcheology:evoker_trap,0,,,part-202
minecraft:egg,0,,,part-000
minecraft:verdant_froglight,0,,,part-203
minecraft:fern,0,,,part-000
minecraft:shroomlight,0,,,part-000
minecraft:carrot,0,,,part-000
minecraft:pufferfish,0,,,part-000
minecraft:deepslate_diamond_ore,0,,,part-000
minecraft:music_disc_creator_music_box,0,,,part-206
irons_spellbooks:music_disc_dead_king_lullaby,0,,,part-209
minecraft:rabbit,0,,,part-000
minecraft:brewer_pottery_sherd,0,,,part-210
born_in_chaos_v1:black_argillite_n,0,,,part-211
minecraft:lapis_ore,0,,,part-000
minecraft:big_dripleaf,0,,,part-212
minecraft:music_disc_far,0,,,part-213
realmrpg_skeletons:crystal_skeleton,0,,,part-214
artifacts:snorkel,0,,,part-216
irons_spellbooks:keeper_flamberge,0,,,part-000
minecraft:nether_sprouts,0,,,part-217
born_in_chaos_v1:gravestone_icon,0,,,part-219
minecraft:diamond_ore,0,,,part-000
create:deepslate_zinc_ore,0,,,part-000
irons_spellbooks:electromancer_helmet,0,,,part-000
minecraft:suspicious_stew,0,,,part-221
minecraft:small_dripleaf,0,,,part-222
born_in_chaos_v1:nightmare_claw,0,,,part-000
realmrpg_skeletons:dragon_burnt_skeleton,0,,,part-223
minecraft:redstone_ore,0,,,part-000
minecraft:breeze_rod,0,,,part-000
artifacts:bunny_hoppers,0,,,part-224
minecraft:short_grass,0,,,part-110
born_in_chaos_v1:spawn_structures_lookout_tower,0,,,part-225
paraglider:essence,0,,,part-226
minecraft:goat_horn,0,,,part-227
protection_pixel:incompletepioneer,0,,,part-228
irons_spellbooks:dragonskin,0,,,part-000
minecraft:mourner_pottery_sherd,0,,,part-230
minecraft:warped_roots,0,,,part-231
irons_spellbooks:archevoker_logbook_untranslated,0,,,part-232
realmrpg_skeletons:swimmer_skeleton,0,,,part-233
born_in_chaos_v1:missionary_hat_helmet,0,,,part-000
protection_pixel:incompletelancer,0,,,part-235
born_in_chaos_v1:trident_hayfork,0,,,part-237
minecraft:sculk_sensor,0,,,part-000
born_in_chaos_v1:gummy_vampire_teeth,0,,,part-000
minecraft:weeping_vines,0,,,part-239
artifacts:running_shoes,0,,,part-240
artifacts:warp_drive,0,,,part-242
protection_pixel:plagueas_helmet,0,,,part-000
supplementaries:urn,0,,,part-244
supplementaries:bubble_block,0,,,part-248
irons_spellbooks:staff_of_the_nines,0,,,part-249
irons_spellbooks:hogskin,0,,,part-000
minecraft:pearlescent_froglight,0,,,part-250
born_in_chaos_v1:carved_black_argillite_n,0,,,part-251
born_in_chaos_v1:infernal_medicine_icon,0,,,part-253
minecraft:player_head,0,,,part-254
irons_spellbooks:silver_ring,0,,,part-255
born_in_chaos_v1:charmof_endurance,0,,,part-258
numismatics:sprocket,0,,,part-259
relics:springy_boot,0,,,part-260
born_in_chaos_v1:spiny_shell,0,,,part-000
born_in_chaos_v1:tombstone_the_gentleman_frog,0,,,part-261
irons_spellbooks:deepslate_mithril_ore,0,,,part-262
minecraft:heart_pottery_sherd,0,,,part-263
minecraft:wet_sponge,0,,,part-266
born_in_chaos_v1:tombstone_fubuki_banzai,0,,,part-267
relics:magic_mirror,0,,,part-268
minecraft:fire_coral,0,,,part-000
minecraft:chainmail_helmet,0,,,part-000
minecraft:crimson_roots,0,,,part-269
born_in_chaos_v1:squireofthedarklordicon,0,,,part-270
betterarcheology:rotten_log,0,,,part-000
create:crushed_raw_platinum,0,,,part-271
born_in_chaos_v1:charmof_stealth,0,,,part-272
born_in_chaos_v1:elixir_of_vampirism,0,,,part-273
realmrpg_skeletons:dungeon_crawler_skeleton,0,,,part-274
minecraft:music_disc_blocks,0,,,part-275
born_in_chaos_v1:black_argillite_brick_stairs_n,0,,,part-277
relics:researching_table,0,,,part-279
minecraft:trident,0,,,part-281
irons_spellbooks:greater_oakskin_elixir,0,,,part-282
born_in_chaos_v1:corpse_maggot,0,,,part-000
born_in_chaos_v1:lord_pumpkinhead_icon,0,,,part-284
artifacts:cloud_in_a_bottle,0,,,part-285
minecraft:deepslate_coal_ore,0,,,part-000
minecraft:howl_pottery_sherd,0,,,part-288
protection_pixel:incompletehellsnake,0,,,part-289
born_in_chaos_v1:bottle_of_magical_energy,0,,,part-290
crystal_chronicles:flesh_block,0,,,part-291
irons_spellbooks:ruined_book,0,,,part-000
minecraft:heavy_core,0,,,part-000
born_in_chaos_v1:lifestealer_skull,0,,,part-292
minecraft:armadillo_scute,0,,,part-293
born_in_chaos_v1:tombstone_dark_titan_066,0,,,part-294
protection_pixel:nightdemonas_helmet,0,,,part-000
protection_pixel:incompleteslingshot,0,,,part-295
supplementaries:bomb_blue,0,,,part-296
born_in_chaos_v1:exorcism_icon,0,,,part-297
relics:enders_hand,0,,,part-298
artifacts:power_glove,0,,,part-299
artifacts:pickaxe_heater,0,,,part-300
relics:shadow_glaive,0,,,part-303
irons_spellbooks:cryomancer_boots,0,,,part-000
protection_pixel:wingsofprismas_chestplate,0,,,part-000
born_in_chaos_v1:tombstone_2003wise,0,,,part-305
minecraft:bamboo,0,,,part-000
protection_pixel:breakeras_chestplate,0,,,part-000
irons_spellbooks:invisibility_ring,0,,,part-310
minecraft:rabbit_hide,0,,,part-000
irons_spellbooks:archevoker_leggings,0,,,part-000
minecraft:potion,0,,,part-000
irons_spellbooks:blood_staff,0,,,part-313
minecraft:music_disc_ward,0,,,part-314
born_in_chaos_v1:fused_bone,0,,,part-000
realmrpg_skeletons:duelist_skeleton,0,,,part-315
realmrpg_skeletons:skeleton_from_the_sky,0,,,part-317
crystal_chronicles:blood_bucket,0,,,part-318
minecraft:crimson_nylium,0,,,part-319
minecraft:wither_skeleton_skull,0,,,part-000
born_in_chaos_v1:tombstone_rotborne,0,,,part-320
crystal_chronicles:alveolus_block,0,,,part-321
minecraft:tube_coral_fan,0,,,part-322
realmrpg_skeletons:crimson_tangled_skeleton,0,,,part-325
born_in_chaos_v1:rotten_easter_egg,0,,,part-326
artifacts:withered_bracelet,0,,,part-327
born_in_chaos_v1:spawn_structures_dark_tower,0,,,part-328
minecraft:kelp,0,,,part-000
numismatics:spur,0,,,part-329
minecraft:dead_bubble_coral_fan,0,,,part-330
crystal_chronicles:axon,0,,,part-000
minecraft:tube_coral,0,,,part-000
artifacts:night_vision_goggles,0,,,part-332
born_in_chaos_v1:tombstone_tem_187,0,,,part-334
create:crushed_raw_quicksilver,0,,,part-335
minecraft:ghast_tear,0,,,part-000
born_in_chaos_v1:magical_holiday_candy,0,,,part-337
born_in_chaos_v1:orbofthe_summoner,0,,,part-000
born_in_chaos_v1:lifestealer_bone,0,,,part-000
born_in_chaos_v1:spiritual_guide_sombrero_helmet,0,,,part-000
evenmoreinstruments:record_oven_kid,0,,,part-339
numismatics:bevel,0,,,part-340
irons_spellbooks:priest_helmet,0,,,part-000
minecraft:music_disc_wait,0,,,part-341
artifacts:shock_pendant,0,,,part-342
relics:wool_mitten,0,,,part-343
betterarcheology:vase,0,,,part-345
darkdoppelganger:summons_necklace,0,,,part-346
realmrpg_skeletons:spider_victim_skeleton,0,,,part-347
minecraft:sweet_berries,0,,,part-000
minecraft:heart_of_the_sea,0,,,part-000
minecraft:warped_wart_block,0,,,part-348
irons_spellbooks:priest_chestplate,0,,,part-000
artifacts:onion_ring,0,,,part-349
paraglider:energizing_elixir_3,0,,,part-351
paraglider:energizing_elixir_2,0,,,part-352
minecraft:cobbled_deepslate,0,,,part-000
minecraft:danger_pottery_sherd,0,,,part-354
supplementaries:bomb_spiky,0,,,part-355
minecraft:dirt,0,,,part-000
minecraft:trial_key,0,,,part-357
minecraft:torchflower_seeds,0,,,part-358
born_in_chaos_v1:tombstone_somfunambulist,0,,,part-359
betterarcheology:villager_fossil_body,0,,,part-362
minecraft:blade_pottery_sherd,0,,,part-363
born_in_chaos_v1:fragile_scorched_boards,0,,,part-000
realmrpg_skeletons:burnt_skeleton,0,,,part-365
evenmoreinstruments:record_super_idol,0,,,part-366
crystal_chronicles:tall_blood_bases,0,,,part-367
artifacts:lucky_scarf,0,,,part-368
crystal_chronicles:eye,0,,,part-053
irons_spellbooks:teleportation_amulet,0,,,part-369
relics:ice_skates,0,,,part-371
artifacts:chorus_totem,0,,,part-372
betterarcheology:chiseled_bone_block,0,,,part-373
born_in_chaos_v1:tombstone_plug,0,,,part-374
irons_spellbooks:priest_leggings,0,,,part-000
minecraft:echo_shard,0,,,part-000
relics:spore_sack,0,,,part-375
evenmoreinstruments:record_rickroll,0,,,part-376
born_in_chaos_v1:phantom_powder,0,,,part-000
relics:hunter_belt,0,,,part-377
createoreexcavation:raw_emerald,0,,,part-000
born_in_chaos_v1:krampuss_bag,0,,,part-379
minecraft:dead_bush,0,,,part-382
irons_spellbooks:villager_spell_book,0,,,part-383
minecraft:turtle_scute,0,,,part-000
irons_spellbooks:disc_fragment_flame_still_burns,0,,,part-000
minecraft:shulker_shell,0,,,part-000
born_in_chaos_v1:black_argillite_slab_n,0,,,part-386
realmrpg_skeletons:neutralized_skeleton,0,,,part-387
protection_pixel:workerhornetas_chestplate,0,,,part-000
betterarcheology:loot_vase_green,0,,,part-388
minecraft:large_amethyst_bud,0,,,part-390
create:crushed_raw_tin,0,,,part-391
randomium:randomium_ore_deepslate,0,,,part-393
artifacts:umbrella,0,,,part-394
born_in_chaos_v1:chaos_icon,0,,,part-395
supplementaries:wild_flax,0,,,part-000
irons_spellbooks:legendary_spell_book,0,,,part-397
create:netherite_diving_helmet,0,,,part-398
minecraft:globe_banner_pattern,0,,,part-400
artifacts:anglers_hat,0,,,part-401
minecraft:gilded_blackstone,0,,,part-000
supplementaries:safe,0,,,part-402
irons_spellbooks:legendary_ink,0,,,part-406
paraglider:enduring_elixir_3,0,,,part-407
paraglider:enduring_elixir_2,0,,,part-408
irons_spellbooks:evoker_spell_book,0,,,part-409
irons_spellbooks:electromancer_leggings,0,,,part-000
realmrpg_skeletons:slain_skeleton,0,,,part-410
fdbosses:lightning_core,0,,,part-411
minecraft:dragon_egg,0,,,part-412
artifacts:pocket_piston,0,,,part-414
born_in_chaos_v1:black_argillite_column_slab_n,0,,,part-416
protection_pixel:incompleteclosed,0,,,part-417
minecraft:coal_ore,0,,,part-000
irons_spellbooks:timeless_slurry,0,,,part-000
irons_spellbooks:cultist_chestplate,0,,,part-000
irons_spellbooks:cryomancer_helmet,0,,,part-000
irons_spellbooks:armor_pile,0,,,part-418
betterarcheology:fossiliferous_dirt,0,,,part-000
born_in_chaos_v1:tombstone_d_4rkdevilx,0,,,part-419
artifacts:helium_flamingo,0,,,part-420
born_in_chaos_v1:infernal_evil_pumpkin_s,0,,,part-421
born_in_chaos_v1:staffof_blindness,0,,,part-422
born_in_chaos_v1:bagof_candy,0,,,part-423
minecraft:tall_grass,0,,,part-110
born_in_chaos_v1:elixirof_insect_protection,0,,,part-424
protection_pixel:incompletenightdemon,0,,,part-425
minecraft:red_mushroom_block,0,,,part-426
createoreexcavation:raw_redstone,0,,,part-000
minecraft:large_fern,0,,,part-000
relics:amphibian_boot,0,,,part-428
born_in_chaos_v1:burythemall_icon,0,,,part-429
artifacts:whoopee_cushion,0,,,part-430
irons_spellbooks:shadowwalker_leggings,0,,,part-000
minecraft:amethyst_cluster,0,,,part-000
sophisticatedcore:xp_bucket,0,,,part-433
supplementaries:enderman_head,0,,,part-434
minecraft:sugar_cane,0,,,part-000
minecraft:music_disc_relic,0,,,part-437
irons_spellbooks:pyromancer_helmet,0,,,part-000
artifacts:cross_necklace,0,,,part-439
realmrpg_skeletons:headless_skeleton,0,,,part-440
supplementaries:gold_gate,0,,,part-441
betterarcheology:ocelot_fossil_body,0,,,part-029
supplementaries:bunting,0,,,part-443
minecraft:dead_brain_coral_block,0,,,part-444
minecraft:deepslate_copper_ore,0,,,part-000
irons_spellbooks:pyromancer_leggings,0,,,part-000
protection_pixel:incompletehammer,0,,,part-445
born_in_chaos_v1:missionaryicon,0,,,part-447
born_in_chaos_v1:monster_flesh,0,,,part-448
minecraft:torchflower,0,,,part-000
minecraft:plenty_pottery_sherd,0,,,part-449
realmrpg_skeletons:webbed_skeleton,0,,,part-451
minecraft:mushroom_stem,0,,,part-452
betterarcheology:chicken_fossil_body,0,,,part-164
protection_pixel:pioneeras_chestplate,0,,,part-000
crystal_chronicles:tendon_block,0,,,part-454
born_in_chaos_v1:dark_ice,0,,,part-455
randomium:randomium_ore,0,,,part-456
born_in_chaos_v1:soulbane,0,,,part-459
realmrpg_skeletons:corrupted_skeleton,0,,,part-460
minecraft:chainmail_boots,0,,,part-000
realmrpg_skeletons:headache_skeleton,0,,,part-461
born_in_chaos_v1:puddleofintoxication,0,,,part-462
create:chocolate_bucket,0,,,part-463
betterarcheology:torrent_totem,0,,,part-464
born_in_chaos_v1:spruce_cowboy_in_the_moonlighticon,0,,,part-466
minecraft:crying_obsidian,0,,,part-000
minecraft:lingering_potion,0,,,part-468
create:blaze_burner,0,,,part-469
born_in_chaos_v1:fangofthe_hound_leader,0,,,part-000
minecraft:dead_fire_coral_fan,0,,,part-470
minecraft:beetroot,0,,,part-000
create:crushed_raw_uranium,0,,,part-471
born_in_chaos_v1:stimulating_decoction,0,,,part-000
protection_pixel:incompleteheatoverlockmechanism,0,,,part-472
irons_spellbooks:permafrost_shard,0,,,part-000
minecraft:explorer_pottery_sherd,0,,,part-473
minecraft:shelter_pottery_sherd,0,,,part-474
betterarcheology:loot_vase_creeper,0,,,part-475
artifacts:scarf_of_invisibility,0,,,part-476
create:crushed_raw_nickel,0,,,part-478
born_in_chaos_v1:shakeand_mixicon,0,,,part-479
realmrpg_skeletons:melted_skeleton,0,,,part-480
born_in_chaos_v1:charmof_resistance,0,,,part-481
minecraft:chorus_fruit,0,,,part-000
relics:magma_walker,0,,,part-485
irons_spellbooks:decrepit_key,0,,,part-486
irons_spellbooks:pyromancer_chestplate,0,,,part-000
minecraft:chainmail_chestplate,0,,,part-000
born_in_chaos_v1:chaos_component,0,,,part-000
irons_spellbooks:arcane_essence,0,,,part-000
irons_spellbooks:electromancer_boots,0,,,part-000
born_in_chaos_v1:permafrost_shard,0,,,part-000
relics:infinity_ham,0,,,part-488
create:brass_encased_shaft,0,,,part-489
born_in_chaos_v1:dark_rod,0,,,part-000
relics:relic_experience_bottle,0,,,part-490
irons_spellbooks:ice_spider_egg,0,,,part-491
crystal_chronicles:hemalite_block,0,,,part-492
minecraft:moss_block,0,,,part-000
irons_spellbooks:frozen_bone,0,,,part-000
minecraft:music_disc_strad,0,,,part-493
born_in_chaos_v1:elixirof_ice_barrier,0,,,part-495
irons_spellbooks:gold_crown,0,,,part-497
minecraft:small_amethyst_bud,0,,,part-498
minecraft:vine,0,,,part-000
irons_spellbooks:electromancer_chestplate,0,,,part-000
minecraft:deepslate_emerald_ore,0,,,part-000
minecraft:axolotl_bucket,0,,,part-499
minecraft:creeper_head,0,,,part-000
irons_spellbooks:plagued_helmet,0,,,part-000
supplementaries:antique_ink,0,,,part-000
irons_spellbooks:uncommon_ink,0,,,part-500
realmrpg_skeletons:acrobat_skeleton,0,,,part-501
born_in_chaos_v1:cursed_scarlet_ornate_glass_pane,0,,,part-502
born_in_chaos_v1:anluka_doors,0,,,part-504
irons_spellbooks:blood_vial,0,,,part-000
realmrpg_skeletons:trident_skeleton,0,,,part-507
relics:midnight_robe,0,,,part-508
supplementaries:music_disc_heave_ho,0,,,part-510
irons_spellbooks:necronomicon_spell_book,0,,,part-511
arcane_abilities:weightless_boot,0,,,part-512
minecraft:lava_bucket,0,,,part-000
relics:jellyfish_necklace,0,,,part-514
minecraft:music_disc_precipice,0,,,part-515
minecraft:dead_fire_coral_block,0,,,part-517
betterarcheology:guardian_fossil_body,0,,,part-008
minecraft:mangrove_roots,0,,,part-000
irons_spellbooks:raw_mithril,0,,,part-000
born_in_chaos_v1:double_troubleicon,0,,,part-519
irons_spellbooks:greater_invisibility_elixir,0,,,part-523
minecraft:beef,0,,,part-524
minecraft:snowball,0,,,part-000
crystal_chronicles:skin_layer,0,,,part-525
minecraft:bell,0,,,part-526
artifacts:rooted_boots,0,,,part-527
born_in_chaos_v1:tombstone_mike_rory,0,,,part-528
born_in_chaos_v1:black_argillite_stairs_n,0,,,part-530
born_in_chaos_v1:deceived_hopes_icon,0,,,part-531
minecraft:chainmail_leggings,0,,,part-000
paraglider:horned_statue,0,,,part-534
crystal_chronicles:muscle_block,0,,,part-536
realmrpg_skeletons:basic_skeleton,0,,,part-537
minecraft:mutton,0,,,part-541
born_in_chaos_v1:fire_dust,0,,,part-000
minecraft:nether_quartz_ore,0,,,part-000
born_in_chaos_v1:fel_soil_destructible,0,,,part-542
minecraft:spore_blossom,0,,,part-000
realmrpg_skeletons:frozen_waterdrop_skeleton,0,,,part-543
minecraft:deepslate_redstone_ore,0,,,part-000
relics:leafy_ring,0,,,part-544
numismatics:crown,0,,,part-545
irons_spellbooks:plagued_chestplate,0,,,part-000
born_in_chaos_v1:empty_fel_lamp,0,,,part-000
minecraft:rooted_dirt,0,,,part-000
irons_spellbooks:rotten_spell_book,0,,,part-000
minecraft:sniffer_egg,0,,,part-547
artifacts:vampiric_glove,0,,,part-549
relics:holy_locket,0,,,part-550
minecraft:ochre_froglight,0,,,part-551
irons_spellbooks:common_ink,0,,,part-553
irons_spellbooks:bloody_vellum,0,,,part-000
minecraft:dead_horn_coral,0,,,part-554
minecraft:sculk_vein,0,,,part-556
irons_spellbooks:betrayer_signet,0,,,part-557
born_in_chaos_v1:stop_hammer,0,,,part-558
paraglider:stamina_vessel,0,,,part-559
born_in_chaos_v1:c_black_argillite_brick_n,0,,,part-561
born_in_chaos_v1:tombstone_memesus,0,,,part-562
irons_spellbooks:archevoker_helmet,0,,,part-000
supplementaries:rope_arrow,0,,,part-563
minecraft:prize_pottery_sherd,0,,,part-564
minecraft:enchanted_golden_apple,0,,,part-000
minecraft:salmon_bucket,0,,,part-567
born_in_chaos_v1:serpumpkinhead_m,0,,,part-569
artifacts:strider_shoes,0,,,part-570
born_in_chaos_v1:creepy_gift,0,,,part-571
stonkstimecore:mcoin_50,0,,,part-572
randomium:randomium,0,,,part-573
protection_pixel:incompletewingsofprism,0,,,part-574
minecraft:nautilus_shell,0,,,part-000
born_in_chaos_v1:good_demoman_icon,0,,,part-577
minecraft:apple,0,,,part-000
minecraft:powder_snow_bucket,0,,,part-578
minecraft:piglin_banner_pattern,0,,,part-579
realmrpg_skeletons:common_skeleton,0,,,part-580
minecraft:music_disc_otherside,0,,,part-582
crystal_chronicles:bronchus,0,,,part-000
born_in_chaos_v1:stained_black_argillite_brick_n,0,,,part-583
minecraft:friend_pottery_sherd,0,,,part-586
minecraft:suspicious_sand,0,,,part-000
realmrpg_skeletons:unsaved_skeleton,0,,,part-587
born_in_chaos_v1:all_charm,0,,,part-588
irons_spellbooks:cultist_helmet,0,,,part-000
minecraft:fire_coral_block,0,,,part-589
irons_spellbooks:icy_fang,0,,,part-591
realmrpg_skeletons:chorus_tangled_skeleton,0,,,part-593
born_in_chaos_v1:caramel_pepper,0,,,part-000
protection_pixel:magneticstormas_chestplate,0,,,part-000
minecraft:podzol,0,,,part-000
protection_pixel:incompletehunter,0,,,part-594
born_in_chaos_v1:hats,0,,,part-595
betterarcheology:suspicious_dirt,0,,,part-596
born_in_chaos_v1:lord_pumpkinheads_hat_helmet,0,,,part-000
